Nama,Gambar-src,Bahan,Cara Buat,Reaksi,Clean_Bahan
Omelet Tahu Keju,https://img-global.cpcdn.com/recipes/9b584f8529610b86/680x482cq70/omelet-tahu-keju-foto-resep-utama.jpg,"3 Buah Tahu Putih (Ukuran kecil), potong dadu,1 Butir Telur,1 Sdm Tepung Terigu,1 Sdm Air,2 Sdm Keju Parut,1/2 Sdt Garam,1/2 Sdt Merica Bubuk,1 Sdm Margarin","Dalam mangkuk kocok telur bersama tepung terigu, air, garam dan merica. Lalu, potong dadu tahu.,Masukkan potongan tahu dan keju parut dan aduk rata.,Panaskan margarin lalu tuang adonan omelet tahu keju, masak sampai matang.,Setelah matang taburi atasnya dengan keju parut. Omelet Tahu Kejupun siap untuk bekal anak. Selamat mencoba.","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 13""},{""Reaksi"":""👏\n 4""}]","['putih', 'butir', 'telur', 'tepung', 'terigu', 'air', 'keju', 'parut', 'garam', 'merica', 'bubuk', 'margarin']"
Tahu Susu Lembut,https://img-global.cpcdn.com/recipes/12826980213b8894/680x482cq70/tahu-susu-lembut-foto-resep-utama.jpg,"2 Buah tahu (tiap tahu aku potong 8),Secukupnya air (hingga tahu terrendam sempurna),3 siung bawang putih,1 sdm bubuk ketumbar (tambahanku),Garam secukupmya,1/2 sst kaldu bubuk (boleh skip),1 sdt soda kue","Siapkan bahan2 yang dibutuhkan,Haluskan bawang putih, masukkan didalam air yg telah dididihkan dlm kuali, 5ambahkan garam & ketumbar bubuk, matikan api 

Masukkan baking soda, aduk hingga menyatu &

masukkan tahu yg sudah dipotong potong,Biarkan hingga dingin, setelah dingin masukkan dalam wadah, berikut air rebusannya dan biarkan terendam min 4 jam, agar bumbu benar2 meresap, (aku rendam +- 10 jam, lebih ok).,Tiriskan dan goreng dalam minyak panas, balik bola sudah berkulit, agar hasilnya garing diluar & lembut didalam.

Sajikan selagi hangat, lebih nikmat.","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 2""},{""Reaksi"":""👏\n 1""}]","['air', 'terrendam', 'sempurna', 'bawang', 'putih', 'bubuk', 'ketumbar', 'tambahankugaram', 'secukupmya', 'sst', 'kaldu', 'bubuk', 'skip', 'soda', 'kue']"
Bubur Ayam Bandung,https://img-global.cpcdn.com/recipes/79f5a4eb8896b411/680x482cq70/bubur-ayam-bandung-foto-resep-utama.jpg,"📌 Bubur,3 Centong nasi,3 sdm Santan instan,1 sdm Saus tiram,1/4 sdt kaldu bubuk rasa ayam,Sejumput garam,650 / 600 ml air kaldu (air rebusan ayam),📌 Kuah,4 siung Bawang Merah,2 siung Bawang Putih,1 ruas kunyit,1 ruas jahe,2 cm laos (geprek),1 batang sereh (geprek),1 lbr daun salam,1 lbr daun jeruk,1/4 sdt lada bubuk (sesuai selera),1 sdt garam,1/4 sdt kaldu bubuk rasa ayam,500 ml air,📌 Air Kaldu,1/4 potong daging dada ayam,1 siung bawang putih (geprek),1 ruas jahe (geprek),1 lbr daun salam,650 ml air,📌 Pelengkap,Secukupnya kerupuk,Telur rebus,Secukupnya kacang kedelai goreng,Secukupnya irisan bawang daun,Secukupnya kecap manis,Secukupnya bawang goreng,Secukupnya sambal","Rebus daging dada ayam dengan 650ml air lalu masukan bawang putih, jahe dan daun salam. Tunggu sampai mendidih dan daging ayam matang,Goreng daging dada ayam yang sudah matang td lalu Suir dagingnya,Uleg bumbu,Tumis bumbu halus bersama daun jeruk, daun salam, laos dan sereh sampai wangi lalu tambahkan air,Beri lada bubuk, kaldu bubuk, dan garam lalu koreksi rasa. Sisihkan dahulu jika sudah matang dan rasa sudah sesuai,Rebus nasi dengan air kaldu, tunggu sampai mendidih dan air sedikit menyusut,Masukan santan, saus tiram, kaldu bubuk dan garam. Tunggu sampai air gak berkurang lalu koreksi rasa,Jika rasa sudah sesuai. Bubur bisa langsung disajikan","[{""Reaksi"":""😋\n 13""},{""Reaksi"":""❤️\n 24""},{""Reaksi"":""👏\n 14""}]","['bubur', 'centong', 'nasi', 'santan', 'saus', 'tiram', 'kaldu', 'bubuk', 'ayamsejumput', 'garam', 'air', 'kaldu', 'air', 'rebus', 'ayam', 'kuah', 'bawang', 'merah', 'bawang', 'putih', 'kunyit', 'jahe', 'cm', 'laos', 'sereh', 'salam', 'jeruk', 'lada', 'bubuk', 'garam', 'kaldu', 'bubuk', 'ayam', 'air', 'air', 'kaldu', 'daging', 'dada', 'ayam', 'bawang', 'putih', 'jahe', 'salam', 'air', 'pelengkapsecukupnya', 'kerupuktelur', 'rebussecukupnya', 'kacang', 'kedelai', 'gorengsecukupnya', 'iris', 'bawang', 'daunsecukupnya', 'kecap', 'manissecukupnya', 'bawang', 'gorengsecukupnya', 'sambal']"
Mie Telur Kuah Kambing Chef Bamz,https://img-global.cpcdn.com/recipes/37bd7e58bfa341b4/680x482cq70/mie-telur-kuah-kambing-chef-bamz-foto-resep-utama.jpg,"1 Bungkus Mie Telur Cap 3 Ayam,1/2 Sendok Teh Garam sesuai selera,1 Sendok Teh Lada Bulat,1 Bungkus Merica Ladaku,5 Siung Bawang Putih,3 Siung Bawang Merah,3 Buah Cabe Rawit,3 Batang Wortel,1 Bungkus Royco,3 Butir Telor Ayam,1/4 Kilogram Daging Kambing,3 Butir Telur Ayam","Ulek bumbu lada bulat,bawang merah,dan bawang putih,cabe rawit sampai halus.,Kemudian rebus air dalam panci untuk rebusan mie dan wartel. setelah mendidih masukkan mie telur dan wartel yg sudah di potong tipis kecil atau sesuai selera sekitar 5 menit. Setelah mie agak matang tiriskan. Jika punya 2 tungku kompor, rebus 3 butir telur dan daging kambing yang sudah di potong dadu secara berbarengan sampai daging berasa empuk dan gurih.,Seletah itu untuk rebusan kuah mie, siapkan air 7-10 gelas dan langsung masukkan bumbu yang sudah di haluskan. Dan masukkan garam,merica bubuk, dan royco rasa sapi sambil di aduk data. Dan dimasukan juga daging kambing yang sudah di rebus sebelumnya agar kuah dan lemak kambingnya bisa berasa di kuah mie. Setelah mendidih matikan kompor.,Siapkan mangkuk, masukann mie dan wartel dan siram dengan kuah daging kambing dan masukan telur tebus yang sudah masak. Untuk topping bisa tambahkan bawang goreng,dan cabe rawit diatasnya dan jg kecap biar gak kepedesan. Selamat menikmati ^_^","[{""Reaksi"":""❤️\n 1""}]","['mie', 'telur', 'cap', 'ayam', 'teh', 'garam', 'teh', 'lada', 'bulat', 'merica', 'lada', 'bawang', 'putih', 'bawang', 'merah', 'cabe', 'rawit', 'wortel', 'royco', 'butir', 'telor', 'ayam', 'kilogram', 'daging', 'kambing', 'butir', 'telur', 'ayam']"
Tahu Telur Sederhana,https://img-global.cpcdn.com/recipes/1600f864f736c731/680x482cq70/tahu-telur-sederhana-foto-resep-utama.jpg,"1 Bungkus Tahu Putih,1 Buah Wortel,Daun Seledri,Daun Bawang,2 Butir Telur,3 Cabai Rawit,3 Cabai Keriting,2 Cabai Ijo Besar,5 siung Bawang Merah,3 siung Bawang Putih,secukupnya Garam,Gula secukupnya (optional),Bumbu kaldu sapi, saos tiram, lada bubuk","Potong tahu dan wortel menjadi kecil-kecil,Iris bawang putih, bawang merah dan semua cabai,Panaskan wajan dan tuang minyak secukupnya, kemudian tumis bawang putih, bawang merah dan cabai,Masukan potongan tahu dan wortel. aduk rata, kemudian masuk telur yang telah di kocok. aduk Rata,Tambah sedikit air panas, kemudian masukan lada bubuk, kaldu, saos tiram, garam, gula secukupnya, aduk rata. Koreksi rasa,Tahu telur sederhana siap disajikan","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 2""}]","['putih', 'worteldaun', 'seledridaun', 'bawang', 'butir', 'telur', 'cabai', 'rawit', 'cabai', 'keriting', 'cabai', 'ijo', 'bawang', 'merah', 'bawang', 'putihsecukupnya', 'garamgula', 'optionalbumbu', 'kaldu', 'sapi', 'saos', 'tiram', 'lada', 'bubuk']"
Sup Jagung Telur Kembang Kol,https://img-global.cpcdn.com/recipes/b9f8116787d5f115/680x482cq70/sup-jagung-telur-kembang-kol-foto-resep-utama.jpg,"2 Butir Telur, Kocok Lepas,2 Buah Jagung, Serut,100 grm Kembang Kol,3 Siung Bawang Putih, Geprek,1 Buah Daun Bawang, iris tipis,500 ml Air,1 Sdt Gula Pasir,1/2 Sdt Garam,1/2 Sdt Kaldu Jamur,Sejumput Merica Bubuk","Rebus jagung yg sudah diserut sampai mendidih agar tdk bau. Lalu ganti dengan air yg baru,Jika mendidih masukkan telur kocoknya perlahan, masukan bawang geprek,garam,gula,merica bubuk. Koreksi rasa,Terakhir masukan kembang kol & daun bawang. Siap dihidangkan","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 6""}]","['butir', 'telur', 'jagung', 'serut', 'kembang', 'kol', 'bawang', 'putih', 'bawang', 'tipis', 'air', 'gula', 'pasir', 'garam', 'kaldu', 'jamursejumput', 'merica', 'bubuk']"
64. Pesmol Ikan Nila Pedas,https://img-global.cpcdn.com/recipes/2748723165d96b26/680x482cq70/64-pesmol-ikan-nila-pedas-foto-resep-utama.jpg,"4 Ekor Ikan Nila,2 sdt garam,1/2 sdt gula pasir,Sejumput merica bubuk ladaku,2 gelar air matang,Bumbu Halus,15 butir bawang merah,8 siung bawang putih,1 sdt ketumbar,4 buah kemiri (digoreng terlebih dahulu),5 sdm minyak goreng,5 pcs cabai rawit,4 cm kunyit,Bahan Cemplung,1 batang serai (digeprek),3 cm lengkuas (digeprek),3 cm jahe (digeprek),2 lembar daun salam,10 buah cabai rawit,11 buah cabai rawit hijau,1/2 buah tomat diiris agak tipis,2 lembar daun bawang dirajang","Goreng ikan nila sampai kering (punyaku sebelumnya sudah dimarinasi dengan racik ikan goreng),Siapkan bahan bumbu halus, blender dengan kecepatan tinggi agar halus merata,Sisihkan bumbu halus, cuci bersih bahan cemplung,Siapkan penggorengan berisi minyak goreng dengan api sedang. Tumis bumbu halus sampai matang (api besar agar tidak langu). Masukkan jahe, lengkuas, serai dan daun salam aduk rata. Lalu tambahkan air matang & aduk,Bumbui dengan garam, gula pasir & bubuk kaldu jamur (tes rasa) jika sudah sesuai masukkan cabai rawit, masak hingga layu,Masukkan ikan nila yg sudah digoreng, tambahkan air jika dirasa terlalu kental. Masukkan tomat & daun bawang lalu aduk rata. Tunggu hingga mendidih & matikan kompor,Pesmol ikan nila siap disajikan, ditemani nasi hangat & tahu goreng cocok bingitttt buat menu sahur 😍 selamat mencoba","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 2""},{""Reaksi"":""❤️\n 1""},{""Reaksi"":""👏\n 1""},{""Reaksi"":""❤️\n 1""},{""Reaksi"":""❤️\n 1""}]","['ekor', 'ikan', 'nila', 'garam', 'gula', 'pasirsejumput', 'merica', 'bubuk', 'lada', 'gelar', 'air', 'matangbumbu', 'butir', 'bawang', 'merah', 'bawang', 'putih', 'ketumbar', 'kemiri', 'goreng', 'minyak', 'goreng', 'pcs', 'cabai', 'rawit', 'cm', 'kunyitbahan', 'cemplung', 'serai', 'digeprek', 'cm', 'lengkuas', 'digeprek', 'cm', 'jahe', 'digeprek', 'salam', 'cabai', 'rawit', 'cabai', 'rawit', 'hijau', 'tomat', 'iris', 'tipis', 'bawang', 'rajang']"
Nila Bakar (resep ungkep),https://img-global.cpcdn.com/recipes/ecad09166a8b5fc4/680x482cq70/nila-bakar-resep-ungkep-foto-resep-utama.jpg,"5 Ekor Nila,3 Butir Jeruk Nipis,Garam,1 Bungkus Santan Kara,Bumbu Halus Ungkep,13 Siung Bawang Merah,7 Siung Bawang Putih,2 Ruas Kunyit,2 Ruas Jahe Kecil,2 Sdt Merica Butir,3 Butir Kemiri,2 Sdt Garam,1 Buah Gula Jawa uk Kecil,Penyedap Rasa,Bahan Olesan,Margarin,Kecap Manis,Sisa Bumbu Ungkepan","Bersihkan Nila,cuci bersih dengan air,lalu beri perasan jeruk nipis dan garam,biarkan -+15 menit,lalu bilas sekali lagi dengan air,Blender semua bumbu halus dengan minyak,Tumis bumbu halus hingga harum matang,tambahkan air sampai mendidih kemudian masukan santan kara,Icipi rasa pada bumbu ungkep,jika sudah pas,masukan Nila,Tidak perlu terlalu diaduk agar Nila tidak hancur, tunggu hingga air menyusut dan hanya tersisa bumbu halusnya (untuk dioleskan pada waktu Nila dibakar),Jika Nila sudah selesai diungkep, siapkan bakaran,lalu bakar Nila diolesi kecap, margarin dan sisa bumbu ungkep tadi,Sajikan Nila menggunakan Sambal + Lalapan..","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 2""}]","['ekor', 'nila', 'butir', 'jeruk', 'nipisgaram', 'santan', 'karabumbu', 'bawang', 'merah', 'bawang', 'putih', 'kunyit', 'jahe', 'merica', 'butir', 'butir', 'kemiri', 'garam', 'gula', 'jawa', 'kecilpenyedap', 'rasabahan', 'olesanmargarinkecap', 'manissisa', 'ungkepan']"
Tumis Tofu & Beef,https://img-global.cpcdn.com/recipes/be4b33f9f5e0c334/680x482cq70/tumis-tofu-beef-foto-resep-utama.jpg,"250 Gram Daging Sapi,2 Bungkus Tahu Telur,3 Siung Bawang Putih (re: kating),4 Buah Cabai Merah Keriting,2 Buah Cabai Rawit Merah,3 Sdm Olive Oil (re: Bertolli),3 Sdm Saus Tiram (re: Lee Kum Kee),2 Sdm Kecap Asin (re: Lee Kum Kee),2 Sdm Kecap Inggris,1/2 Sdt Lada Bubuk,Secukupnya Air","Potong tahu telur kemudian panaskan minyak untuk menggoreng tahu.

Goreng hingga matang / warna menjadi keemasan & tiriskan.,Tumis bawang putih & cabai hingga harum serta bau langu hilang.

Masukan daging dan masak selama 5 menit,Masukan semua bahan saus & air, aduk hingga merata.

Kemudian masukan tahu telur yang sudah digoreng tadi, aduk agar merata dengan bumbu dan juga dagingnya.

Koreksi rasa dan masak hingga airnya menyusut.,Sajikan selagi hangat dan selamat mencoba!","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 2""}]","['daging', 'sapi', 'telur', 'bawang', 'putih', 're', 'kating', 'cabai', 'merah', 'keriting', 'cabai', 'rawit', 'merah', 'olive', 'oil', 're', 'bertolli', 'saus', 'tiram', 're', 'lee', 'kum', 'kee', 'kecap', 'asin', 're', 'lee', 'kum', 'kee', 'kecap', 'inggris', 'lada', 'bubuksecukupnya', 'air']"
Balsamic Honey Glaze Lamb,https://img-global.cpcdn.com/recipes/a587dd654a6d5e8a/680x482cq70/balsamic-honey-glaze-lamb-foto-resep-utama.jpg,"500 Gram lamb (dg domba),Marinasi:,Garam, lada dan cabai bubu,Tymes bubuk,Bumbu Oles:,4 sdm balsamic vinegar,2 sdm madu,Sejumput garam,2 siung (parut halus)","Marinasi daging domba dengan melumuri bumbu marinasi. Diamkan 30 menit.,Panaskan wajan, berikan sedikit minyak. 

Panggang dagingnya sampai kecoklatan sambil dioles bumbu olesnya beberapa kali hingga meresap.","[{""Reaksi"":""😋\n 4""},{""Reaksi"":""❤️\n 11""},{""Reaksi"":""👏\n 7""}]","['lamb', 'dg', 'dombamarinasigaram', 'lada', 'cabai', 'bubutymes', 'bubukbumbu', 'oles', 'balsamic', 'vinegar', 'madusejumput', 'garam', 'parut']"
Nila bumbu rujak pedas,https://img-global.cpcdn.com/recipes/b1c0b9420ef20d21/680x482cq70/nila-bumbu-rujak-pedas-foto-resep-utama.jpg,"20 Ikan nila,secukupnya Minyak goreng,Bumbu marinasi jeuk nipis,2 L air,Bumbu cincang :,2 bawang bombay,Bumbu cemplung :,5 Iris laos,2 serei,7 daun salam,Bumbu halus :,16 bawang putih,20 bawang merah,250 gr Cabai keriting merah,250 gr Cabai rawit,secukupnya Garam,secukupnya Gula merah,secukupnya Penyedap","Cuci bersih ikan lalu di marinasi 15 menit,Goreng ikan. lalu angkat tiriskan.,Tumis bumbu halus, bumbu cemplung dan bumbu cincang. Lalu beri air 2 liter dan masukan ikan masak sampai bumbu marssuk.,Setelah air agak menyusut bisa di angkat dan di sajikan","[{""Reaksi"":""😋\n 1""}]","['ikan', 'nilasecukupnya', 'minyak', 'gorengbumbu', 'marinasi', 'jeuk', 'nipis', 'l', 'airbumbu', 'bawang', 'bombaybumbu', 'cemplung', 'laos', 'serei', 'salambumbu', 'bawang', 'putih', 'bawang', 'merah', 'cabai', 'keriting', 'merah', 'cabai', 'rawitsecukupnya', 'garamsecukupnya', 'gula', 'merahsecukupnya', 'sedap']"
Oseng kikil kaki kambing,https://img-global.cpcdn.com/recipes/e0e04996ef2743ca/680x482cq70/oseng-kikil-kaki-kambing-foto-resep-utama.jpg,"2 Kaki kambing yg sudah dibakar dan dibersihin,20 Cabe rawit ijo & merah,1 siung Bawang bombay,4 siung Bawang merah,3 siung Bawang putih,1 buahTomat,Secukupnya Kecap, garam, penyedap rasa","Kaki kambing yg sudah bersih diambil daging/ kikil nya dan potong2 kecil,Untuk bumbu iris2 bawang (bombay, merah,putih) cabe dan tomat,Siapkan wajan dan tumis bumbu hingga layu setelah itu masukan kikil kambing,Beri garam, kecap penyedap rasa dan sedikit air diamkan hingga bumbu meresap ke kikil dan angkat","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 4""}]","['kaki', 'kambing', 'bakar', 'dibersihin', 'cabe', 'rawit', 'ijo', 'merah', 'bawang', 'bombay', 'bawang', 'merah', 'bawang', 'putih', 'buahtomatsecukupnya', 'kecap', 'garam', 'sedap']"
Bola udang kentang wortel,https://img-global.cpcdn.com/recipes/e5b02b73724e3d5c/680x482cq70/bola-udang-kentang-wortel-foto-resep-utama.jpg,"2 Kentang,1 Wortel,1/4 udang,Tepung Terigu dan Tepung Krispi,Kaldu jamur","Rebus kentang lalu lumatkan, parut wortel,Bersihkan udang lalu potong sesuai selera,Campur kentang dan wortel tambahkan terigu secukupnya sehingga bisa membentuk bola tambahkan kaldu jamur (boleh ditambah merica bubuk jika anak suka pedas), bentuk adonan seperti bola kecil masukkan udang kedalam bola,Balurkan bola udang ke Tepung terigu + Tepung krispi,Panaskan minyak goreng, goreng bola udang di api kecil bisa ditusuk² supaya masak luar dalam, tunggu sampai berwarna coklat keemasan angkat dan sajikan","[{""Reaksi"":""😋\n 2""},{""Reaksi"":""❤️\n 4""},{""Reaksi"":""👏\n 4""}]","['kentang', 'wortel', 'udangtepung', 'terigu', 'tepung', 'krispikaldu', 'jamur']"
Kalio Ayam,https://img-global.cpcdn.com/recipes/7fef6df51ebaba5f/680x482cq70/kalio-ayam-foto-resep-utama.jpg,"1 Kg Ayam,1 Liter Santan,10 Siung Bawang Merah,2 Siung Bawang Putih,15 Buah Cabai Merah,1 Cm Lengkuas,2 Cm Kunyit,1 Batang Serai,7 Lembar Daun Kunyit,2 Lembar Daun Jeruk Purut,1 Cm Jahe,Secukupnya Garam dan Penyedap","Cabai merah dihaluskan sisihkan. Bawang merah, bawang putih, jahe, lengkuas juga dihaluskan. 

Campurkan dengan cabe giling. Tempatkan dalam wajan.,Masukkan santan ke dalam wajan yang sudah ada bumbunya tadi, lalu masukkan daun kunyit, serai, daun jeruk purut,Masak sampai mendidih, aduk terus jangan sampai santan pecah,Masukkan potongan-potongan ayam yang sudah dibersihkan dan sesekali diaduk hingga ayam empuk serta santan mengental.,Sajikan~","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 1""},{""Reaksi"":""👏\n 1""}]","['ayam', 'liter', 'santan', 'bawang', 'merah', 'bawang', 'putih', 'cabai', 'merah', 'cm', 'lengkuas', 'cm', 'kunyit', 'serai', 'kunyit', 'jeruk', 'purut', 'cm', 'jahesecukupnya', 'garam', 'sedap']"
Kepiting Telur Santan Pedas 🦀,https://img-global.cpcdn.com/recipes/09eb42b747014d1d/680x482cq70/kepiting-telur-santan-pedas-foto-resep-utama.jpg,"1 Kg Kepiting telur,6 siung bawang merah,4 siung bawang putih,sesuai selera Lombok/ Cabai rawit,4 butir kemiri yang sudah disangrai,Lengkuas seukuran jempol, lalu geprak,3 cm Jahe,2 lembar daun jeruk,1 lembar daun salam,1 ruas serai, geprak,1 sdt ketumbar bubuk,1/4 sdt ladaku bubuk,Kunyit bakar, 1/2 ruas jari atau 3-4 cm,Santan kekentalan sedang 1000 ml (me : Kara 200 ml + 800 ml air),Garam dan penyedap rasa secukupnya + gula pasir sejumput","Kepiting telur segar yang sudah dibelah menjadi 2 bagian, cuci bersih, lumuri dgn perasan air jeruk nipis, biarkan kurang lebih 15 menit, lalu cuci kembali dan tiriskan,Haluskan bumbu seperti : bawang merah, bawang putih, cabe, kemiri, jahe dan kunyit,Tumis bumbu yang sudah dihaluskan hingga wangi lalu tambahkan daun jeruk + daun salam dan serai yg sudah digeprak, lalu aduk kembali,Masukkan santan,Masukkan kepiting, aduk rata, tunggu hingga mendidih,Setelah mendidih, lalu tambahkan garam, penyedap rasa + gula pasir,aduk hingga tercampur rata, lalu koreksi rasanya,Matikan kompor, lalu sajikan 😉","[{""Reaksi"":""😋\n 5""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 5""},{""Reaksi"":""❤️\n 1""}]","['kepiting', 'telur', 'bawang', 'merah', 'bawang', 'putihsesuai', 'lombok', 'cabai', 'rawit', 'butir', 'kemiri', 'disangrailengkuas', 'ukur', 'jempol', 'geprak', 'cm', 'jahe', 'jeruk', 'salam', 'serai', 'geprak', 'ketumbar', 'bubuk', 'lada', 'bubukkunyit', 'bakar', 'cmsantan', 'kental', 'me', 'kara', 'airgaram', 'sedap', 'gula', 'pasir', 'jumput']"
Mie goreng sosis telur,https://img-global.cpcdn.com/recipes/0b8848504a1cca10/680x482cq70/mie-goreng-sosis-telur-foto-resep-utama.jpg,"2 Mie kuning,sesuai selera Sawi,3 Sosis,1 Telur,Bumbu halus,Bawang merah,Bawang putih,Cabai,Kemiri,secukupnya Garam,secukupnya Penyedap rasa,Ketumbar bubuk,Lada hitam,Merica bubuk,secukupnya Minyak goreng","Cuci bersih sawi rebus sebentar lalu tiriskan dan masak mie hingga matang lalu angkat beri sedikit minyak goreng,Orak arik telur dan sosis lalu sisihkan,Tumis bumbu hingga harum lalu masukkan orak arik telur, sosis, sawi dan mie,Aduk hingga semua tercampur rata tambahkan garam dan penyedap rasa,Koreksi rasa dan mie goreng sosis telur siap disajikan","[{""Reaksi"":""😋\n 1""},{""Reaksi"":""❤️\n 7""},{""Reaksi"":""👏\n 3""}]","['mie', 'kuningsesuai', 'sawi', 'sosis', 'telurbumbu', 'halusbawang', 'merahbawang', 'putihcabaikemirisecukupnya', 'garamsecukupnya', 'sedap', 'rasaketumbar', 'bubuklada', 'hitammerica', 'bubuksecukupnya', 'minyak', 'goreng']"
Tahu isi makaroni,https://img-global.cpcdn.com/recipes/5b00039f84e7fd46/680x482cq70/tahu-isi-makaroni-foto-resep-utama.jpg,"10 Tahu pong,100 gram Makaroni yg sudah direbus,1 batang Daun bawang iris2,2 lembar kol iris2,1.5 sdm bumbu dasar bawang
 
 

 Bumbu Dasar Bawang,1 sdt cabe merah giling,4 sdm tepung terigu,Secukupnya Air,garam, kaldu ayam bubuk,lada bubuk,Minyak utk mengoreng","Persiapkan bahan bahan nya. Tahu pong gunting dua sisi utk memasukan isi nya,Campur semua bahan2 nya kecuali minyak aduk2 hingga semua bahan tercampur merata,Isi tahu pong dgn bahan isian lakukan hal yg sama utk semua tahu hingga adonan isi habis. Lalu goreng hingga matang bolak balik agar tdk gosong dgn api sedang agar isian dlm nya matang merata,Sajikan","[{""Reaksi"":""😋\n 6""},{""Reaksi"":""❤️\n 12""},{""Reaksi"":""👏\n 2""}]","['pong', 'makaroni', 'rebus', 'bawang', 'kol', 'dasar', 'bawang', 'dasar', 'bawang', 'cabe', 'merah', 'giling', 'tepung', 'terigusecukupnya', 'airgaram', 'kaldu', 'ayam', 'bubuklada', 'bubukminyak', 'oreng']"
Cingur Sapi Rica Rica,https://img-global.cpcdn.com/recipes/2ae5b436aa29f256/680x482cq70/cingur-sapi-rica-rica-foto-resep-utama.jpg,"1 bagian utuh cingur sapi,1/4 kg telur puyuh (optional),Bumbu halus:,20 buah cabe rawit,15 buah cabe merah keriting,10 siung bawang merah,10 siung bawang putih,1 ruas jari jahe,1 ruas jari kunyit,1 ruas jari lengkuas,Bumbu cemplung:,2 lembar daun salam,2 lembar daun jeruk,2 batang sereh,Seasoning:,Lada,Kaldu jamur,Garam,Gula","Rebus sebentar cingur sapu utuh untuk memudahkan proses membersihkan bulu bulu yang menempel,Setelah bersih iris tipis sesuai selera lalu rebus kembali hingga empuk bersama dengan daun salam dan daun jeruk kurang lebih 1 jam bila tanpa presto,Tumis semua bumbu halus yg sudah diblender hingga wangi,Bila sudah wangi tambahkan cingur yg sudah empuk, tambahkan juga telur puyuh yang sudah direbus dan digoreng sebagai pendamping,Jangan lupa seasoning dan koreksi rasa ya moms. Selamat mencoba ❤️❤️❤️","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 5""},{""Reaksi"":""👏\n 3""}]","['utuh', 'cingur', 'sapi', 'telur', 'puyuh', 'optionalbumbu', 'cabe', 'rawit', 'cabe', 'merah', 'keriting', 'bawang', 'merah', 'bawang', 'putih', 'jahe', 'kunyit', 'lengkuasbumbu', 'cemplung', 'salam', 'jeruk', 'serehseasoningladakaldu', 'jamurgaramgula']"
Ayam goreng tepung (spicy fried chicken),https://img-global.cpcdn.com/recipes/6989003853942a09/680x482cq70/ayam-goreng-tepung-spicy-fried-chicken-foto-resep-utama.jpg,"✌🏻 bahan utama,1 ekor ayam (potong 12),2 bh jeruk nipis,✌🏻 bahan marinasi tambahan,4 siung bawang putih (haluskan),1 sdm basil bubuk,2 sdm cabe bubuk,1 sdm paprika bubuk,Secukupnya garam,Secukupnya kaldu bubuk,✌🏻 bahan campuran tepung,12 sdm tepung terigu segitiga biru,3 sdm tepung maizena,1 sdm baking powder,3 sdm cabe bubuk,1,5 sdm paprika bubuk,1 sdt merica bubuk,Secukupnya kaldu bubuk,Secukupnya garam,1 kotak kecil susu fullcream","Marinasi ayam dengan perasan air jeruk nipis selama 15 menit.,Siapkan bahan marinasi tambahan.,Aduk merata bumbu marinasi bersama ayam, sedikit remas2 selama 1 menit. Dan diamkan semalaman didalam kulkas (gunakan wadah tertutup). Minimal 5jam, maksimal 2 hari.,Siapkan seluruh bahan tepung. Saat mau menggoreng. Aduk merata tepung bersama bumbu (utk garam&kaldu bubuk ditakar sendiri ya, dan sedikit dcoba tepungnya menghindari keasinan).,Kemudian siapkan susu fullcream dan tuangkan ddlm wadah.,,Tahapannya. Ambil ayam balurin dgn tepung dl, sedikit diremas2 & masukkan kedalam susu, bolak balik dan kembalikan kedalam tepung baluri kembali dengan sedikit meremas agar kulit ayam menjadi keriting.,Masukkan ayam kedalam minyak yg sudah panas.,Gunakan api yg sgt kecil. Masak ayam sekitar 10-15 menit (Gunakan timer lebih baik). 5 menit sekali dibalik agar ayam matang merata.,Sajikan ayam. Bersama saos sambal. Selamat mencoba🙌🏻","[{""Reaksi"":""😋\n 3""},{""Reaksi"":""❤️\n 6""},{""Reaksi"":""👏\n 2""}]","['ekor', 'ayam', 'jeruk', 'nipis', 'marinasi', 'tambah', 'bawang', 'putih', 'halus', 'basil', 'bubuk', 'cabe', 'bubuk', 'paprika', 'bubuksecukupnya', 'garamsecukupnya', 'kaldu', 'bubuk', 'campur', 'tepung', 'tepung', 'terigu', 'segitiga', 'biru', 'tepung', 'maizena', 'baking', 'powder', 'cabe', 'bubuk', 'paprika', 'bubuk', 'merica', 'bubuksecukupnya', 'kaldu', 'bubuksecukupnya', 'garam', 'kotak', 'susu', 'fullcream']"
